"pathway_id","pathway_name","gene_id","pathway_type","NES","pvalue"
"hsa03040","Spliceosome","6426","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","23020","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","27316","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","6629","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","22916","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","5356","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","9343","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","3190","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","10523","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","23451","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","6427","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","6632","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","153527","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","57187","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","6634","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","84991","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","51340","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","4686","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","10594","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","27258","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","10569","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","8559","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","51503","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","51729","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","9879","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","10915","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","55660","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","6100","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","988","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","23350","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","10285","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","23658","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","10713","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","10946","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa03040","Spliceosome","3312","KEGG",-3.36787367318191,1.0913515078685e-10
"hsa04060","Cytokine-cytokine receptor interaction","6363","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","6362","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","970","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3952","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","6357","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","10563","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3586","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3458","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","6360","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","6355","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","392255","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","8200","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3568","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","50615","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","9518","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","10344","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","4804","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","23495","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","2056","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","64109","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","8784","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","655","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3976","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","5196","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3557","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","6348","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","920","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","5473","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","6358","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","27190","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","9560","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","1438","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","1233","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","4049","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","6368","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3577","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","6366","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3559","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","2833","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3579","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","939","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3587","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","8740","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","6367","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","9573","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","6351","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3598","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3627","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","1436","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","4283","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","4050","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3594","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","1441","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","5008","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","4982","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","944","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","130399","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","23529","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","6349","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","6347","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","1439","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3576","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","8794","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3566","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","58191","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3561","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","60401","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","959","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","51554","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","10148","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","132014","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","56477","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","656","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","729230","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","10673","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","285613","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","6375","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","7124","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","1234","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3604","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","8744","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3569","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","9173","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","9547","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","6373","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","4803","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","8764","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","1435","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","7040","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","1236","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","7850","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","151449","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","53833","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","9180","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","51330","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3574","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3575","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","8792","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","6376","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3603","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","115650","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","3592","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","7292","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04060","Cytokine-cytokine receptor interaction","2662","KEGG",1.64358649563367,9.49337045612698e-09
"hsa04610","Complement and coagulation cascades","2151","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","623","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","717","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","730","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","729","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","713","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","714","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","2162","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","624","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","712","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","1379","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","3053","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","721","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","720","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","715","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","719","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","5054","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","11326","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","718","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","1675","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","728","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","5345","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","5329","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","1191","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","3684","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","629","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","3689","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","10544","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","2161","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","5265","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","716","KEGG",1.87445765790298,1.36260831068769e-07
"hsa04610","Complement and coagulation cascades","1378","KEGG",1.87445765790298,1.36260831068769e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","10352","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","10667","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","123263","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","23438","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","51091","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","3735","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","10056","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","1615","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","2058","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","51520","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","55699","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","4677","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","3376","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","55157","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","79731","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","123283","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa00970","Aminoacyl-tRNA biosynthesis","55278","KEGG",-3.17980552591645,2.51446238926439e-07
"hsa05150","Staphylococcus aureus infection","1672","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","55894","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","55894","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","717","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","3586","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","820","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","2209","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","713","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","3868","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","714","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","712","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","342574","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","3875","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","147183","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","721","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","720","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","715","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","719","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","728358","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","2359","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","1668","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","1667","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","2358","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","718","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","1675","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","728","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","2357","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","6404","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","3684","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","629","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","3689","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","2204","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","2212","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","2213","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","5724","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","716","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","3880","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","6403","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","3119","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","3117","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","3683","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","3112","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","25984","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","3861","KEGG",1.81907217220793,5.83872551971691e-07
"hsa05150","Staphylococcus aureus infection","2214","KEGG",1.81907217220793,5.83872551971691e-07
"hsa04061","Viral protein interaction with cytokine and cytokine receptor","6363","KEGG",1.77838282262351,1.07008147914167e-06
"hsa04061","Viral protein interaction with cytokine and cytokine receptor","6362","KEGG",1.77838282262351,1.07008147914167e-06
"hsa04061","Viral protein interaction with cytokine and cytokine receptor","6357","KEGG",1.77838282262351,1.07008147914167e-06
"hsa04061","Viral protein interaction with cytokine and cytokine receptor","10563","KEGG",1.77838282262351,1.07008147914167e-06
"hsa04061","Viral protein interaction with cytokine and cytokine receptor","3586","KEGG",1.77838282262351,1.07008147914167e-06
"hsa04061","Viral protein interaction with cytokine and cytokine receptor","6360","KEGG",1.77838282262351,1.07008147914167e-06
"hsa04061","Viral protein interaction with cytokine and cytokine receptor","6355","KEGG",1.77838282262351,1.07008147914167e-06
"hsa04061","Viral protein interaction with cytokine and cytokine receptor","10344","KEGG",1.77838282262351,1.07008147914167e-06
"hsa04061","Viral protein interaction with cytokine and cytokine receptor","5196","KEGG",1.77838282262351,1.07008147914167e-06
"hsa04061","Viral protein interaction with cytokine and cytokine receptor","6348","KEGG",1.77838282262351,1.07008147914167e-06
"hsa04061","Viral protein interaction with cytokine and cytokine receptor","5473","KEGG",1.77838282262351,1.07008147914167e-06
"hsa04061","Viral protein interaction with cytokine and cytokine receptor","6358","KEGG",1.77838282262351,1.07008147914167e-06
"hsa04061","Viral protein interaction with cytokine and cytokine receptor","9560","KEGG",1.77838282262351,1.07008147914167e-06
